repo_name,repo_owner,stars,forks,open_issues,description,creation_date,last_modification_date,primary_language,ml_libraries,has_tests,repo_size_kb,file_count,size_api_kb;
rlkit,rail-berkeley,2490,553,39,Collection of reinforcement learning algorithms,2018-01-25 00:34:46+00:00,2024-12-20 02:54:20+00:00,Python,,True,,,1052;
"labelImg,HumanSignal,22681,6294,454,""LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer actively being developed, but you can check out Label Studio, the open source data labeling tool for images, text, hypertext, audio, video and time-series data."",2015-09-17 01:33:59+00:00,2024-12-20 14:25:14+00:00,Python,,True,,,242833";
GyoiThon,gyoisamurai,740,284,16,GyoiThon is a growing penetration test tool using Machine Learning.,2018-03-07 05:14:12+00:00,2024-12-14 16:15:37+00:00,Python,,False,,,3709;
pytorch-summary,sksq96,4012,413,138,Model summary in PyTorch similar to `model.summary()` in Keras,2018-04-23 13:58:04+00:00,2024-12-17 08:10:49+00:00,Python,,False,,,44;
pytorch-tutorial,yunjey,30088,8120,86,PyTorch Tutorial for Deep Learning Researchers,2017-03-10 07:41:47+00:00,2024-12-20 14:17:19+00:00,Python,,False,,,13110;
Fake_News_Detection,nishitpatel01,538,354,15,Fake News Detection in Python,2017-11-18 03:51:28+00:00,2024-12-17 16:57:26+00:00,Jupyter Notebook,,True,,,13204;
chemml,hachmannlab,162,31,7,ChemML is a machine learning and informatics program suite for the chemical and materials sciences.,2017-12-07 04:48:18+00:00,2024-11-25 01:41:01+00:00,Python,,True,,,98621;
"deepgaze,mpatacchiola,1789,478,10,""Computer Vision library for human-computer interaction. It implements Head Pose and Gaze Direction Estimation Using Convolutional Neural Networks, Skin Detection through Backprojection, Motion Detection and Tracking, Saliency Map."",2016-03-08 13:35:01+00:00,2024-12-19 04:33:15+00:00,Python,,False,,,244917";
keras2caffe,uhfband,67,22,15,Keras to Caffe model converter tool,2017-04-13 10:21:02+00:00,2023-09-21 13:25:28+00:00,Python,,False,,,273;
django-debug-toolbar,django-commons,8079,1047,61,A configurable set of panels that display various debug information about the current request/response.,2008-08-28 06:58:04+00:00,2024-12-20 14:31:24+00:00,Python,,True,,,8406;
"darkflow,thtrieu,6134,2079,644,""Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devices"",2016-08-16 05:54:02+00:00,2024-12-19 05:56:29+00:00,Python,,True,,,33769";
DeepExplain,marcoancona,732,133,33,A unified framework of perturbation and gradient-based attribution methods for Deep Neural Networks interpretability. DeepExplain also includes support for Shapley Values sampling. (ICLR 2018),2017-11-01 11:50:35+00:00,2024-11-29 08:00:10+00:00,Python,,False,,,6591;
BicycleGAN,junyanz,1484,254,21,Toward Multimodal Image-to-Image Translation,2017-11-14 04:12:01+00:00,2024-12-20 05:30:47+00:00,Python,torch,True,,,31586;
interactive-deep-colorization,junyanz,2690,448,32,Deep learning software for colorizing black and white images with a few clicks.,2017-05-08 07:27:47+00:00,2024-12-12 11:13:19+00:00,Python,,True,,,12125;
pytorch-CycleGAN-and-pix2pix,junyanz,22977,6311,563,Image-to-Image Translation in PyTorch,2017-04-18 10:33:05+00:00,2024-12-20 13:12:03+00:00,Python,torch,True,,,8399;
scikit-multiflow,scikit-multiflow,759,185,71,A machine learning package for streaming data in Python. The other ancestor of River.,2017-11-14 16:46:58+00:00,2024-12-17 06:13:05+00:00,Python,scikit-learn,True,,,63885;
sumy,miso-belica,3518,530,24,Module for automatic summarization of text documents and HTML pages.,2013-02-20 12:56:48+00:00,2024-12-20 05:41:31+00:00,Python,,True,,,1648;
dscribe,SINGROUP,398,89,6,DScribe is a python package for creating machine learning descriptors for atomistic systems.,2017-05-08 08:29:51+00:00,2024-12-07 15:03:35+00:00,C++,,True,,,17809;
dynamic-training-bench,galeone,213,31,1,Simplify the training and tuning of Tensorflow models,2016-10-22 16:25:31+00:00,2024-03-28 18:36:56+00:00,Python,tensorflow,True,,,629;
matplotlib,matplotlib,20200,7616,1586,matplotlib: plotting with Python,2011-02-19 03:17:12+00:00,2024-12-20 14:05:25+00:00,Python,,False,,,462370;
dockerfiles,floydhub,156,57,9,Deep Learning Dockerfiles,2017-01-03 01:23:55+00:00,2024-12-11 14:45:39+00:00,Python,,True,,,546;
keras-vggface,rcmalli,934,418,40,VGGFace implementation with Keras Framework,2016-10-17 15:07:40+00:00,2024-12-07 05:19:44+00:00,Python,,True,,,6176;
chaospy,jonathf,442,87,59,Chaospy - Toolbox for performing uncertainty quantification.,2014-08-11 17:54:25+00:00,2024-12-12 17:57:31+00:00,Python,,True,,,57107;
"HARP,GTmac,115,35,11,""Code for the AAAI 2018 Paper """"HARP: Hierarchical Representation Learning for Networks"""""",2018-01-16 20:22:27+00:00,2024-02-13 14:10:05+00:00,Python,,False,,,2996";
innvestigate,albermax,1264,233,59,A toolbox to iNNvestigate neural networks' predictions!,2017-12-13 18:11:20+00:00,2024-12-13 02:38:18+00:00,Python,,True,,,59906;
dit,dit,512,87,35,Python package for information theory.,2013-09-29 23:03:51+00:00,2024-12-13 07:08:31+00:00,Python,,True,,,4622;
bayesian_bootstrap,lmc2179,121,17,7,bayesian bootstrapping in python,2017-04-25 05:42:32+00:00,2024-12-02 14:12:46+00:00,Python,scikit-learn,False,,,185;
"semisup-learn,tmadl,502,154,15,""Semi-supervised learning frameworks for python, which allow fitting scikit-learn classifiers to partially labeled data"",2015-07-26 21:30:40+00:00,2024-10-22 09:47:26+00:00,Python,,False,,,981";
CRNN_Tensorflow,MaybeShewill-CV,1033,388,0,Convolutional Recurrent Neural Networks(CRNN) for Scene Text Recognition,2017-09-25 06:17:28+00:00,2024-12-20 09:47:58+00:00,Python,tensorflow,False,,,570797;
lanenet-lane-detection,MaybeShewill-CV,2352,885,1,Unofficial implemention of lanenet model for real time lane detection,2018-05-29 02:22:10+00:00,2024-12-20 13:37:05+00:00,Python,tensorflow,False,,,61888;
variational-autoencoder,jaanli,1145,256,2,Variational autoencoder implemented in tensorflow and pytorch (including inverse autoregressive flow) ,2016-08-15 15:48:05+00:00,2024-12-08 09:35:29+00:00,Python,,False,,,97;
PySyft,OpenMined,9480,1995,40,Perform data science on data that remains in someone else's server,2017-07-18 20:41:16+00:00,2024-12-20 12:09:18+00:00,Python,,True,,,771474;
"PyGrid-deprecated---see-PySyft-,OpenMined,617,216,30,""A Peer-to-peer Platform for Secure, Privacy-preserving, Decentralized Data Science"",2018-01-26 20:53:03+00:00,2024-12-19 23:48:53+00:00,Python,,False,,,13967";
spectral,spectralpython,581,139,25,Python module for hyperspectral image processing,2014-02-06 03:36:54+00:00,2024-12-20 08:40:03+00:00,Python,,True,,,1325;
trectools,joaopalotti,167,31,10,A simple toolkit to process TREC files in Python.,2016-03-07 20:25:29+00:00,2024-12-05 16:30:32+00:00,Python,,True,,,19649;
"talos,autonomio,1622,268,11,Hyperparameter Experiments with TensorFlow and Keras,2018-05-04 20:36:41+00:00,2024-11-28 08:29:31+00:00,Python,""scikit-learn,keras"",True,,,3214";
lemniscate.pytorch,zhirongw,747,134,20,Unsupervised Feature Learning via Non-parametric Instance Discrimination,2018-05-04 08:59:24+00:00,2024-11-29 08:53:01+00:00,Python,,True,,,30;
pyscatwave,edouardoyallon,297,48,1,Fast Scattering Transform with CuPy/PyTorch,2017-03-25 11:21:50+00:00,2024-10-31 22:56:55+00:00,Python,torch,True,,,3187;
swa,timgaripov,963,129,6,Stochastic Weight Averaging in PyTorch,2018-03-21 07:23:27+00:00,2024-12-13 00:00:53+00:00,Python,,False,,,30;
DeOldify,jantic,17999,2570,1,A Deep Learning based project for colorizing and restoring old images (and video!),2018-10-31 23:32:34+00:00,2024-12-20 05:23:03+00:00,Python,torch,True,,,71392;
skll,EducationalTestingService,551,67,19,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,2013-08-02 14:31:46+00:00,2024-11-21 19:09:06+00:00,Python,scikit-learn,True,,,36616;
factor_analyzer,EducationalTestingService,232,68,12,A Python module to perform exploratory & confirmatory factor analyses.,2017-12-05 20:48:36+00:00,2024-12-12 14:14:24+00:00,Python,scikit-learn,True,,,5132;
"foolbox,bethgelab,2753,426,27,""A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX"",2017-06-14 13:05:48+00:00,2024-12-19 18:43:31+00:00,Python,,True,,,11253";
"DeepPath,xwhan,532,135,18,""code and docs for my EMNLP paper """"DeepPath: A Reinforcement Learning Method for Knowledge Graph Reasoning"""""",2017-07-08 22:53:49+00:00,2024-12-10 03:15:55+00:00,Python,,False,,,9151";
"StratosphereLinuxIPS,stratosphereips,698,174,339,""Slips, a free software behavioral Python intrusion prevention system (IDS/IPS) that uses machine learning to detect malicious behaviors in the network traffic. Stratosphere Laboratory, AIC, FEL, CVUT in Prague."",2015-12-08 16:06:38+00:00,2024-12-19 10:42:33+00:00,Python,,True,,,405524";
basenji,calico,400,121,75,Sequential regulatory activity predictions with deep convolutional neural networks.,2017-07-05 17:54:18+00:00,2024-12-16 07:52:38+00:00,Python,scikit-learn,True,,,159802;
explainshell,idank,13220,793,153,match command-line arguments to their help text,2013-08-30 11:20:11+00:00,2024-12-20 13:46:24+00:00,Python,,True,,,1130;
uTensor,uTensor,1718,227,57,TinyML AI inference library,2017-09-21 17:04:59+00:00,2024-12-16 20:16:39+00:00,C++,,True,,,77934;
pytorch_fnet,AllenCellModeling,151,61,35,Three dimensional cross-modal image inference,2017-06-14 00:31:44+00:00,2024-12-04 12:24:49+00:00,Python,,False,,,141671;
sagemaker-python-sdk,aws,2100,1136,326,A library for training and deploying machine learning models on Amazon SageMaker,2017-11-14 01:03:33+00:00,2024-12-19 17:09:26+00:00,Python,,True,,,168006;
zamia-speech,gooofy,443,86,32,Open tools and data for cloudless automatic speech recognition,2017-01-30 20:42:45+00:00,2024-12-19 14:34:56+00:00,Python,,False,,,201237;
"pmdarima,alkaline-ml,1583,234,63,""A statistical library designed to fill the void in Python's time series analysis capabilities, including the equivalent of R's auto.arima function."",2017-03-30 14:58:30+00:00,2024-12-17 20:02:47+00:00,Python,scikit-learn,False,,,81176";
pymc,pymc-devs,8694,2005,310,Bayesian Modeling and Probabilistic Programming in Python,2009-05-05 09:43:50+00:00,2024-12-20 10:44:59+00:00,Python,,True,,,540671;
theanolm,senarvi,81,29,1,TheanoLM is a recurrent neural network language modeling tool implemented using Theano,2015-09-14 14:35:54+00:00,2024-06-20 12:59:02+00:00,Python,,True,,,6761;
tfdeploy,riga,352,38,12,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,2016-03-07 13:08:21+00:00,2024-11-08 13:37:10+00:00,Python,,True,,,329;
skift,shaypal5,234,23,1,scikit-learn wrappers for Python fastText.,2018-02-03 11:37:21+00:00,2024-11-22 06:45:36+00:00,Jupyter Notebook,,True,,,649;
pdpipe,pdpipe,715,45,15,Easy pipelines for pandas DataFrames.,2017-01-24 20:37:22+00:00,2024-12-05 06:40:04+00:00,Jupyter Notebook,,True,,,2825;
proxylessnas,mit-han-lab,1421,285,2,[ICLR 2019] ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware,2018-12-01 23:09:31+00:00,2024-12-17 04:47:07+00:00,C++,,False,,,272838;
resnet-cifar10-caffe,ethanhe42,166,125,3,ResNet-20/32/44/56/110 on CIFAR-10 with Caffe,2016-08-13 16:39:08+00:00,2024-10-19 03:42:43+00:00,Python,,False,,,467;
nitrain,nitrain,1862,302,4,Train AI models efficiently on medical images using any framework,2017-03-01 02:42:12+00:00,2024-12-05 03:07:13+00:00,Python,,True,,,3860;
facegan,barisgecer,201,35,0,TF implementation of our ECCV 2018 paper:  Semi-supervised Adversarial Learning to Generate Photorealistic Face Images of New Identities from 3D Morphable Model,2017-08-15 13:36:30+00:00,2024-09-29 05:04:05+00:00,Python,,False,,,178467;
pytorch-ddpg-naf,ikostrikov,306,70,7,Implementation of algorithms for continuous control (DDPG and NAF).,2017-01-28 21:45:50+00:00,2024-12-17 03:33:00+00:00,Python,,False,,,37;
"pytorch-a2c-ppo-acktr-gail,ikostrikov,3594,830,88,""PyTorch implementation of Advantage Actor Critic (A2C), Proximal Policy Optimization (PPO), Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation (ACKTR) and Generative Adversarial Imitation Learning (GAIL)."",2017-08-22 15:57:25+00:00,2024-12-20 15:05:24+00:00,Python,,False,,,6194";
"embeddings,vzhong,223,31,1,""Fast, DB Backed pretrained word embeddings for natural language processing."",2017-02-27 04:05:12+00:00,2024-10-08 22:34:41+00:00,Python,,True,,,51";
"Person_reID_baseline_pytorch,layumi,4113,1004,166,"":bouncing_ball_person: Pytorch ReID: A tiny, friendly, strong pytorch implement of person re-id / vehicle re-id baseline. Tutorial 👉https://github.com/layumi/Person_reID_baseline_pytorch/tree/master/tutorial"",2017-12-29 10:22:41+00:00,2024-12-20 12:11:23+00:00,Python,torch,True,,,8176";
yarll,arnomoonens,81,28,1,Combining deep learning and reinforcement learning.,2016-09-04 10:46:16+00:00,2024-09-11 06:12:55+00:00,Python,tensorflow,True,,,2965;
"pyAudioAnalysis,tyiannak,5863,1193,201,""Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications"",2014-08-27 12:43:13+00:00,2024-12-20 03:57:39+00:00,Python,,True,,,171630";
holodeck,BYU-PCCL,579,42,50,High Fidelity Simulator for Reinforcement Learning and Robotics Research.,2016-10-07 22:12:04+00:00,2024-11-13 16:07:39+00:00,Python,,True,,,160562;
"arl-eegmodels,vlawhern,1177,288,14,""This is the Army Research Laboratory (ARL) EEGModels Project: A Collection of Convolutional Neural Network (CNN) models for EEG signal classification, using Keras and Tensorflow"",2018-05-16 00:56:36+00:00,2024-12-20 12:35:51+00:00,Python,,False,,,73";
neuralcoref,huggingface,2856,478,65,✨Fast Coreference Resolution in spaCy with Neural Networks,2017-07-03 13:04:16+00:00,2024-12-18 02:20:42+00:00,C,,False,,,69454;
"exercises-in-programming-style,crista,2019,552,7,""Comprehensive collection of programming styles using a simple computational task, term frequency"",2013-09-22 14:50:27+00:00,2024-12-11 02:47:18+00:00,Python,,True,,,639";
QuCumber,PIQuIL,173,31,13,Neural Network Many-Body Wavefunction Reconstruction,2018-05-07 14:55:13+00:00,2024-11-12 04:28:59+00:00,Python,,True,,,150302;
"deer,VinF,485,126,4,DEEp Reinforcement learning framework,2016-01-21 10:29:30+00:00,2024-05-01 15:00:35+00:00,Python,""tensorflow,keras"",False,,,13211";
"kmnist,rois-codh,693,94,15,""Repository for Kuzushiji-MNIST, Kuzushiji-49, and Kuzushiji-Kanji"",2018-10-12 05:35:43+00:00,2024-12-06 14:14:15+00:00,Python,,False,,,418";
"w3af,andresriancho,4559,1215,2020,""w3af: web application attack and audit framework, the open source web vulnerability scanner."",2011-08-31 23:20:34+00:00,2024-12-18 10:39:27+00:00,Python,,False,,,174042";
scripts,akkana,266,116,6,A collection of hopefully useful scripts.,2012-08-15 03:24:36+00:00,2024-12-16 20:31:06+00:00,Python,,True,,,4484;
pytorch-cifar,kuangliu,5964,2142,107,95.47% on CIFAR10 with PyTorch,2017-01-21 05:43:20+00:00,2024-12-16 14:27:18+00:00,Python,,False,,,85;
"clgen,ChrisCummins,103,30,17,Deep learning program generator,2016-09-10 18:29:20+00:00,2024-10-09 17:37:23+00:00,Python,""tensorflow,torch,scikit-learn"",False,,,9172";
"robosat,mapbox,2024,383,58,"" Semantic segmentation on aerial and satellite imagery. Extracts features such as: buildings, parking lots, roads, water, clouds"",2018-06-07 12:42:33+00:00,2024-12-13 08:17:41+00:00,Python,,True,,,1381";
estnltk,estnltk,113,20,25,Open source tools for Estonian natural language processing,2014-07-28 16:38:26+00:00,2024-12-20 15:47:13+00:00,Jupyter Notebook,,False,,,777317;
3D-R2N2,chrischoy,1351,295,44,Single/multi view image(s) to voxel reconstruction using a recurrent neural network,2016-08-06 21:46:43+00:00,2024-12-19 18:45:15+00:00,Python,,False,,,1768;
"Python,TheAlgorithms,193572,45541,356,All Algorithms implemented in Python,2016-07-16 09:44:01+00:00,2024-12-20 15:43:06+00:00,Python,""scikit-learn,xgboost,keras"",False,,,15240";
loss-landscape,tomgoldstein,2810,396,27,Code for visualizing the loss landscape of neural nets,2018-03-16 04:01:12+00:00,2024-12-20 00:29:53+00:00,Python,,False,,,8294;
"License-Plate-Detector,zeusees,1201,400,33,""基于Yolov5车牌检测,更快更准."",2017-11-30 10:25:17+00:00,2024-12-18 06:46:10+00:00,Python,,True,,,72425";
"scikit-bio,scikit-bio,886,268,239,""scikit-bio: a community-driven Python library for bioinformatics, providing versatile data structures, algorithms and educational resources."",2013-12-13 16:24:41+00:00,2024-12-18 11:24:19+00:00,Python,,False,,,27913";
mne-python,mne-tools,2705,1312,538,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python,2011-01-28 03:31:13+00:00,2024-12-19 16:57:25+00:00,Python,,False,,,165131;
stock,pythonstock,6629,2220,68,stock，股票系统。使用python进行开发。,2017-07-17 03:24:03+00:00,2024-12-20 08:34:33+00:00,Python,,False,,,16784;
SPFlow,SPFlow,289,81,31,Sum Product Flow: An Easy and Extensible Library for Sum-Product Networks,2018-03-20 11:32:00+00:00,2024-11-19 20:36:29+00:00,Python,scikit-learn,False,,,131392;
deepplantphenomics,p2irc,134,46,0,Deep learning for plant phenotyping.,2017-04-18 18:18:08+00:00,2024-11-20 22:29:03+00:00,Python,,True,,,176990;
trfl,google-deepmind,3135,386,6,TensorFlow Reinforcement Learning,2018-08-08 14:44:11+00:00,2024-12-04 18:08:08+00:00,Python,,False,,,291;
"dm_control,google-deepmind,3794,668,100,""Google DeepMind's software stack for physics-based simulation and Reinforcement Learning environments, using MuJoCo."",2017-12-29 18:13:15+00:00,2024-12-20 09:00:21+00:00,Python,,False,,,99511";
sonnet,google-deepmind,9769,1298,39,TensorFlow-based neural network library,2017-04-03 11:34:35+00:00,2024-12-20 05:32:41+00:00,Python,,True,,,16859;
ai-safety-gridworlds,google-deepmind,609,120,0,This is a suite of reinforcement learning environments illustrating various safety properties of intelligent agents.,2017-11-03 12:00:12+00:00,2024-12-17 20:34:54+00:00,Python,,False,,,110;
graph_nets,google-deepmind,5358,782,9,Build Graph Nets in Tensorflow,2018-08-31 08:19:28+00:00,2024-12-20 05:27:07+00:00,Python,,False,,,1504;
"attention-is-all-you-need-pytorch,jadore801120,8823,1979,82,""A PyTorch implementation of the Transformer model in """"Attention is All You Need""""."",2017-06-14 10:15:20+00:00,2024-12-19 18:43:56+00:00,Python,""tensorflow,torch"",False,,,166";
scikit-optimize,scikit-optimize,2741,547,319,Sequential model-based optimization with a  `scipy.optimize` interface,2016-03-20 21:10:54+00:00,2024-12-20 13:25:32+00:00,Python,scikit-learn,True,,,9423;
mushroom-rl,MushroomRL,814,148,8,Python library for Reinforcement Learning.,2017-02-25 19:59:57+00:00,2024-12-19 02:58:15+00:00,Python,,True,,,84283;
ptan,Shmuma,531,163,22,PyTorch Agent Net: reinforcement learning toolkit for pytorch,2017-09-18 13:42:10+00:00,2024-12-19 03:53:43+00:00,Python,torch,True,,,637;
gae,tkipf,1642,351,46,Implementation of Graph Auto-Encoders in TensorFlow,2017-06-21 07:48:31+00:00,2024-12-16 08:26:42+00:00,Python,,False,,,5216;
gcn,tkipf,7116,1997,125,Implementation of Graph Convolutional Networks in TensorFlow,2016-11-11 10:59:21+00:00,2024-12-20 12:57:27+00:00,Python,tensorflow,False,,,5210;
TextRecognitionDataGenerator,Belval,3267,974,160,A synthetic data generator for text recognition,2017-07-01 20:11:40+00:00,2024-12-20 08:13:26+00:00,Python,,True,,,156293;
semi-auto-image-annotation-tool,virajmavani,574,127,14,Anno-Mage: A Semi Automatic Image Annotation Tool which helps you in annotating images by suggesting you annotations for 80 object classes using a pre-trained model,2018-05-17 08:55:29+00:00,2024-11-27 16:08:36+00:00,Python,keras,False,,,8493;
"KATE,hugochan,142,49,6,""Code & data accompanying the KDD 2017 paper """"KATE: K-Competitive Autoencoder for Text"""""",2016-12-06 06:11:15+00:00,2024-10-22 08:33:52+00:00,Python,""tensorflow,scikit-learn"",False,,,5028";
pytorch-fid,mseitzer,3374,509,24,Compute FID scores with PyTorch.,2018-02-10 12:33:06+00:00,2024-12-20 14:12:36+00:00,Python,,True,,,112;
rwa,jostmey,602,58,0,Machine Learning on Sequential Data Using a Recurrent Weighted Average,2017-03-02 18:08:00+00:00,2024-09-09 00:16:09+00:00,Python,,False,,,50869;
tf-encrypted,mortendahl,3,0,0,A Framework for Encrypted Machine Learning in TensorFlow,2022-06-09 16:49:11+00:00,2024-09-27 14:52:46+00:00,,tensorflow,False,,,23189;
FAIG,tg12,149,59,2,Fully Automated IG Trading,2018-01-13 18:16:52+00:00,2024-12-13 04:19:53+00:00,Python,,True,,,212;
person_search,ShuangLI59,736,241,29,Joint Detection and Identification Feature Learning for Person Search,2016-04-06 14:51:39+00:00,2024-11-27 18:34:48+00:00,Python,,False,,,9715;
"imutils,PyImageSearch,4534,1024,162,""A series of convenience functions to make basic image processing operations such as translation, rotation, resizing, skeletonization, and displaying Matplotlib images easier with OpenCV and Python."",2015-01-11 20:05:39+00:00,2024-12-18 05:51:38+00:00,Python,,False,,,7046";
code,ActiveState,1928,679,40,ActiveState Code Recipes,2017-07-24 19:13:17+00:00,2024-12-19 13:31:00+00:00,Python,,False,,,12344;
PyTorch-Encoding,zhanghang1989,2040,451,151,A CV toolkit for my papers.,2017-05-12 18:04:54+00:00,2024-12-07 14:19:35+00:00,Python,,True,,,21718;
glyph,Ambrosys,93,16,13,a python 3 library based on deap providing abstraction layers for symbolic regression problems.,2016-12-08 15:31:11+00:00,2024-12-04 11:40:25+00:00,Python,,True,,,559;
webdnn,mil-tokyo,1977,146,79,The Fastest DNN Running Framework on Web Browser,2017-04-06 08:11:46+00:00,2024-12-17 18:31:57+00:00,TypeScript,,True,,,26315;
tflearn,tflearn,9618,2410,578,Deep learning library featuring a higher-level API for TensorFlow.,2016-03-31 12:05:53+00:00,2024-12-19 22:26:53+00:00,Python,,True,,,1589;
benchmark,pytorch,866,281,129,TorchBench is a collection of open source benchmarks used to evaluate PyTorch performance.,2017-05-26 19:21:12+00:00,2024-12-20 05:56:34+00:00,Python,torch,True,,,239801;
translate,pytorch,824,192,28,Translate - a PyTorch Language Library,2018-04-24 16:44:04+00:00,2024-11-26 00:41:20+00:00,Python,,False,,,2546;
ignite,pytorch,4524,615,156,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,2017-11-23 17:31:21+00:00,2024-12-20 07:31:46+00:00,Python,,True,,,55592;
fairseq,facebookresearch,30392,6401,1287,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,2017-08-29 16:26:12+00:00,2024-12-20 09:43:57+00:00,Python,,True,,,26079;
tnt,pytorch,1662,273,81,A lightweight library for PyTorch training tools and utilities,2016-12-10 11:49:58+00:00,2024-12-19 01:48:10+00:00,Python,torch,True,,,8945;
contrib,pytorch,391,42,26,Implementations of ideas from recent papers,2018-07-11 14:38:45+00:00,2024-09-03 21:07:38+00:00,Python,,True,,,97;
"audio,pytorch,2526,651,259,""Data manipulation and transformation for audio signal processing, powered by PyTorch"",2017-05-05 00:38:05+00:00,2024-12-17 17:00:33+00:00,Python,torch,True,,,1552463";
"examples,pytorch,22373,9533,228,""A set of examples around pytorch in Vision, Text, Reinforcement Learning, etc."",2016-08-24 03:12:48+00:00,2024-12-20 10:44:32+00:00,Python,,False,,,42546";
tutorials,pytorch,8183,4054,171,PyTorch tutorials.,2016-09-30 23:48:36+00:00,2024-12-19 08:35:26+00:00,Jupyter Notebook,torch,False,,,7803509;
"text,pytorch,3512,810,331,""Models, data loaders and abstractions for language processing, powered by PyTorch"",2016-12-12 00:56:03+00:00,2024-12-20 01:38:05+00:00,Python,,True,,,49576";
pytorch,pytorch,83386,22492,15234,Tensors and Dynamic neural networks in Python with strong GPU acceleration,2016-08-13 05:26:41+00:00,2024-12-20 15:38:51+00:00,Python,,True,,,1055468;
Midi-AI-Melody-Generator,vanstorm9,76,14,2,Uses LSTM neural networks to compose new and original melodies by feeding it midi files,2015-11-01 05:17:54+00:00,2024-12-11 02:02:43+00:00,Python,,False,,,564;
"DeepLabCut,DeepLabCut,4636,1657,30,Official implementation of DeepLabCut: Markerless pose estimation of user-defined features with deep learning for all animals incl. humans,2018-03-26 22:29:12+00:00,2024-12-19 14:47:42+00:00,Python,""tensorflow,torch,scikit-learn"",True,,,197693";
deconv_paragraph_represention,dreasysnail,150,46,4,,2017-09-17 18:05:01+00:00,2024-05-11 08:13:12+00:00,Python,tensorflow,False,,,643;
doudizhu,mailgyc,480,207,1,html5 斗地主游戏,2015-06-22 14:31:00+00:00,2024-12-11 01:01:02+00:00,Python,,False,,,21971;
"End-to-end-ASR-Pytorch,Alexander-H-Liu,1182,318,33,""This is an open source project (formerly named Listen, Attend and Spell - PyTorch Implementation) for end-to-end ASR implemented with Pytorch, the well known deep learning toolkit."",2017-12-08 16:52:28+00:00,2024-12-18 00:26:17+00:00,Python,torch,True,,,943";
RealTime-DigitRecognition,surya-veer,122,64,6,RealTime DigitRecognition using Convolutional Neural Network(CNN) with keras.,2018-03-21 10:58:56+00:00,2024-10-04 04:49:41+00:00,Python,,False,,,84061;
BanditLib,HCDM,332,118,7,Library of contextual bandits algorithms,2016-12-25 21:23:55+00:00,2024-11-28 23:00:39+00:00,Jupyter Notebook,,False,,,69120;
Agriculture_KnowledgeGraph,qq547276542,3998,1563,61,农业知识图谱(AgriKG)：农业领域的信息检索，命名实体识别，关系抽取，智能问答，辅助决策,2017-11-25 09:26:26+00:00,2024-12-19 08:09:42+00:00,Python,,False,,,342748;
keras_lr_finder,surmenok,254,65,19,Plots the change of the loss function of a Keras model when the learning rate is exponentially increasing.,2017-12-11 03:18:18+00:00,2024-11-10 12:20:28+00:00,Python,,False,,,55;
"12306,testerSunshine,33863,9814,281,12306智能刷票，订票,2017-05-17 12:23:40+00:00,2024-12-20 09:43:42+00:00,Python,""tensorflow,keras"",True,,,58570";
"PassportEye,konstantint,382,109,19,""Extraction of machine-readable zone information from passports, visas and id-cards via OCR"",2016-09-24 06:58:44+00:00,2024-12-19 07:14:54+00:00,Python,,True,,,9129";
msaf,urinieto,498,78,21,Music Structure Analysis Framework,2014-08-23 20:47:57+00:00,2024-11-17 22:36:44+00:00,Python,,True,,,26832;
qb,Pinafore,167,50,15,QANTA Quiz Bowl AI,2015-05-30 16:59:14+00:00,2024-12-06 07:51:08+00:00,Python,,False,,,183057;
"ilastik,ilastik,352,130,569,""ilastik-shell, applets, and workflows to string them together."",2012-05-08 15:59:36+00:00,2024-12-03 15:43:14+00:00,Python,,True,,,132691";
deep-koalarization,baldassarreFe,413,79,3,Keras/Tensorflow implementation of our paper Grayscale Image Colorization using deep CNN and Inception-ResNet-v2 (https://arxiv.org/abs/1712.03400),2017-03-28 10:00:58+00:00,2024-10-30 07:35:17+00:00,Python,tensorflow,True,,,33964;
"TensorFlow-Course,instillai,16393,3190,2,:satellite: Simple and ready-to-use tutorials for TensorFlow ,2018-10-02 18:10:12+00:00,2024-12-20 02:27:34+00:00,Jupyter Notebook,""tensorflow,scikit-learn"",False,,,21714";
"yolov3,ultralytics,10192,3445,7,YOLOv3 in PyTorch > ONNX > CoreML > TFLite,2018-08-26 08:57:20+00:00,2024-12-20 15:45:50+00:00,Python,""tensorflow,torch,scikit-learn"",False,,,10885";
HereIsWally,tadejmagajna,240,52,5,Deep learning project that solves Where's Wally puzzles by finding Wally in an image,2017-11-26 21:45:01+00:00,2024-10-23 09:15:05+00:00,Python,,True,,,141944;
